,Year,Ceremony,Award ID,Award Type,Award Name,Work,Nominee,Winner
3656,1973,16,638,Work,Best Gospel Performance (Other Than Soul Gospel),I Believe In Jesus (Album),Statesmen Quartet,False
3657,1973,16,638,Work,Best Gospel Performance (Other Than Soul Gospel),Live (Album),The Imperials,False
3658,1973,16,638,Work,Best Gospel Performance (Other Than Soul Gospel),Street Gospel (Album),The Oak Ridge Boys,False
3659,1973,16,638,Work,Best Gospel Performance (Other Than Soul Gospel),Release Me (From My Sin),Blackwood Brothers,True
3660,1973,16,644,Work,Best Soul Gospel Performance,New World (Album),Edwin Hawkins Singers,False
3661,1973,16,644,Work,Best Soul Gospel Performance,Down Memory Lane,James Cleveland,False
3662,1973,16,644,Work,Best Soul Gospel Performance,He Ain't Heavy (Track),Jessy Dixon,False
3663,1973,16,644,Work,Best Soul Gospel Performance,You've Got A Friend (Album),Swan Silvertones,False
3664,1973,16,644,Work,Best Soul Gospel Performance,Loves Me Like A Rock,Dixie Hummingbirds,True
3665,1973,16,659,Work,Best Jazz Performance By A Soloist,The Beginning And The End (Album),"Clifford Brown, soloist",False
3666,1973,16,659,Work,Best Jazz Performance By A Soloist,In A Mist (Track),"Freddie Hubbard, soloist",False
3667,1973,16,659,Work,Best Jazz Performance By A Soloist,Morning Star (Album),"Hubert Laws, soloist",False
3668,1973,16,659,Work,Best Jazz Performance By A Soloist,The Very Thought Of You (Track),"Ray Brown, soloist",False
3669,1973,16,659,Work,Best Jazz Performance By A Soloist,God Is In The House,"Art Tatum, soloist",True
3670,1973,16,660,Work,Best Jazz Performance By A Group,Inside Straight,Cannonball Adderley Quintet,False
3671,1973,16,660,Work,Best Jazz Performance By A Group,Light As A Feather (Album),Chick Corea And Return To Forever,False
3672,1973,16,660,Work,Best Jazz Performance By A Group,Alone Together (Album),"Jim Hall, Ron Carter",False
3673,1973,16,660,Work,Best Jazz Performance By A Group,Music Of Another Present Era (Album),Oregon,False
3674,1973,16,660,Work,Best Jazz Performance By A Group,Supersax Plays Bird,Supersax,True
3675,1973,16,661,Work,Best Jazz Performance By A Big Band,Soaring (Album),Don Ellis,False
3676,1973,16,661,Work,Best Jazz Performance By A Big Band,Svengali (Album),Gil Evans,False
3677,1973,16,661,Work,Best Jazz Performance By A Big Band,Swiss Suite (Album),Oliver Nelson,False
3678,1973,16,661,Work,Best Jazz Performance By A Big Band,Tanjah (Album),Randy Weston,False
3679,1973,16,661,Work,Best Jazz Performance By A Big Band,Giant Steps,Woody Herman,True
3680,1973,16,678,Work,"Best Pop Vocal Performance, Female",Danny's Song (Single),Anne Murray,False
3681,1973,16,678,Work,"Best Pop Vocal Performance, Female",Boogie Woogie Bugle Boy (Single),Bette Midler,False
3682,1973,16,678,Work,"Best Pop Vocal Performance, Female",You're So Vain (Single),Carly Simon,False
3683,1973,16,678,Work,"Best Pop Vocal Performance, Female",Touch Me In The Morning (Single),Diana Ross,False
3684,1973,16,678,Work,"Best Pop Vocal Performance, Female",Killing Me Softly With His Song,Roberta Flack,True
3685,1973,16,679,Work,"Best Pop Vocal Performance, Male",Daniel (Single),Elton John,False
3686,1973,16,679,Work,"Best Pop Vocal Performance, Male","Bad, Bad Leroy Brown (Single)",Jim Croce,False
3687,1973,16,679,Work,"Best Pop Vocal Performance, Male",There Goes Rhymin' Simon (Album),Paul Simon,False
3688,1973,16,679,Work,"Best Pop Vocal Performance, Male",And I Love You So (Single),Perry Como,False
3689,1973,16,679,Work,"Best Pop Vocal Performance, Male",You Are The Sunshine Of My Life,Stevie Wonder,True
3690,1973,16,680,Work,"Best Pop Vocal Performance By A Duo, Group Or Chorus",Sing (Single),Carpenters,False
3691,1973,16,680,Work,"Best Pop Vocal Performance By A Duo, Group Or Chorus",Tie A Yellow Ribbon Round The Ole Oak Tree (Single),Dawn Featuring Tony Orlando,False
3692,1973,16,680,Work,"Best Pop Vocal Performance By A Duo, Group Or Chorus",Live And Let Die (Single),Paul McCartney And Wings,False
3693,1973,16,680,Work,"Best Pop Vocal Performance By A Duo, Group Or Chorus",Diamond Girl (Track),Seals And Crofts,False
3694,1973,16,680,Work,"Best Pop Vocal Performance By A Duo, Group Or Chorus",Neither One Of Us (Wants To Be The First To Say Goodbye),Gladys Knight & The Pips,True
3695,1973,16,682,Work,Best Pop Instrumental Performance,Space Race (Single),Billy Preston,False
3696,1973,16,682,Work,Best Pop Instrumental Performance,Frankenstein (Single),Edgar Winter,False
3697,1973,16,682,Work,Best Pop Instrumental Performance,Birds Of Fire (Track),John McLaughlin Conducting Mahavishnu Orchestra,False
3698,1973,16,682,Work,Best Pop Instrumental Performance,You've Got It Bad Girl (Instrumental Portions) (Album),Quincy Jones,False
3699,1973,16,682,Work,Best Pop Instrumental Performance,Also Sprach Zarathustra (2001),Eumir Deodato,True
3700,1973,16,685,Work,Best Engineered Recording - Non Classical,The Dark Side Of The Moon (Album),"Alan Parsons, engineer (Pink Floyd)",False
3701,1973,16,685,Work,Best Engineered Recording - Non Classical,Goodbye Yellow Brick Road (Album),"David Hentschel, engineer (Elton John)",False
3702,1973,16,685,Work,Best Engineered Recording - Non Classical,Long Train Runnin' (Track),"Donn Landee, engineer (The Doobie Brothers)",False
3703,1973,16,685,Work,Best Engineered Recording - Non Classical,No Secrets (Album),"Robin Cable & Bill Schnee, engineers (Carly Simon)",False
3704,1973,16,685,Work,Best Engineered Recording - Non Classical,Innervisions,"Malcolm Cecil & Robert Margouleff, engineers (Stevie Wonder)",True
3705,1973,16,687,Work,"Best Engineered Recording, Classical",Puccini: Heroines (Album),"Anthony Salvatore, engineer (Downes, conductor)",False
3706,1973,16,687,Work,"Best Engineered Recording, Classical",Holst: The Planets (Album),"Edward (Bud) T. Graham & Larry Keyes, engineers (Leonard Bernstein, conductor)",False
3707,1973,16,687,Work,"Best Engineered Recording, Classical",Wagner: Parsifal (Album),"Gordon Parry & Kenneth Wilkinson, engineers (Georg Solti, conductor)",False
3708,1973,16,687,Work,"Best Engineered Recording, Classical",Bizet: Carmen (Album),"Gunter Hermanns, engineer (Leonard Bernstein, conductor)",False
3709,1973,16,687,Work,"Best Engineered Recording, Classical",Berlioz: Symphonie Fantastique (Album),"Hans Schweigmann, engineer (Seiji Ozawa, conductor)",False
3710,1973,16,687,Work,"Best Engineered Recording, Classical",Prokofiev: Romeo And Juliet (Album),"Jack Law, Colin Moorfoot & Gordon Parry, engineers (Lorin Maazel, conductor)",False
3711,1973,16,687,Work,"Best Engineered Recording, Classical",Bach's Greatest Fugues (Album),"Paul Goodman, engineer (Eugene Ormandy, conductor)",False
3712,1973,16,687,Work,"Best Engineered Recording, Classical",Bartók: Concerto For Orchestra,"Edward (Bud) T. Graham & Ray Moore, engineers (Pierre Boulez, conductor)",True
3713,1973,16,690,Work,Best R&B Instrumental Performance,2nd Crusade (Album),Crusaders,False
3714,1973,16,690,Work,Best R&B Instrumental Performance,Black Byrd (Album),Donald Byrd,False
3715,1973,16,690,Work,Best R&B Instrumental Performance,Soul Makossa (Album),Manu Dibango,False
3716,1973,16,690,Work,Best R&B Instrumental Performance,Yes We Can Can (Track),Young-Holt Unlimited,False
3717,1973,16,690,Work,Best R&B Instrumental Performance,Hang On Sloopy,Ramsey Lewis,True
3718,1973,16,691,Work,"Best R&B Vocal Performance, Female",I Can't Stand The Rain (Single),Ann Peebles,False
3719,1973,16,691,Work,"Best R&B Vocal Performance, Female",Alone Again (Naturally) (Album),Esther Phillips,False
3720,1973,16,691,Work,"Best R&B Vocal Performance, Female",Etta James (Album),Etta James,False
3721,1973,16,691,Work,"Best R&B Vocal Performance, Female",Pillow Talk (Single),Sylvia,False
3722,1973,16,691,Work,"Best R&B Vocal Performance, Female",Master Of Eyes,Aretha Franklin,True
3723,1973,16,692,Work,"Best R&B Vocal Performance, Male",Call Me (Come Back Home) (Single),Al Green,False
3724,1973,16,692,Work,"Best R&B Vocal Performance, Male",I'm Gonna Love You Just A Little More Baby (Single),Barry White,False
3725,1973,16,692,Work,"Best R&B Vocal Performance, Male",Keep On Truckin' (Single),Eddie Kendricks,False
3726,1973,16,692,Work,"Best R&B Vocal Performance, Male",Let's Get It On (Album),Marvin Gaye,False
3727,1973,16,692,Work,"Best R&B Vocal Performance, Male",Superstition,Stevie Wonder,True
3728,1973,16,693,Work,"Best R&B Vocal Performance By A Duo, Group Or Chorus",Love Train (Single),The O'Jays,False
3729,1973,16,693,Work,"Best R&B Vocal Performance By A Duo, Group Or Chorus",Could It Be I'm Falling In Love (Single),The Spinners,False
3730,1973,16,693,Work,"Best R&B Vocal Performance By A Duo, Group Or Chorus",Be What You Are (Single),The Staple Singers,False
3731,1973,16,693,Work,"Best R&B Vocal Performance By A Duo, Group Or Chorus",The Cisco Kid (Single),War,False
3732,1973,16,693,Work,"Best R&B Vocal Performance By A Duo, Group Or Chorus",Midnight Train To Georgia,Gladys Knight & The Pips,True
3733,1973,16,694,Work,Best Rhythm & Blues Song,Midnight Train To Georgia,"Jim Weatherly, songwriter (Gladys Knight And The Pips)",False
3734,1973,16,694,Work,Best Rhythm & Blues Song,Love Train (Single),"Kenny Gamble & Leon Huff, songwriters (The O'Jays)",False
3735,1973,16,694,Work,Best Rhythm & Blues Song,Family Affair,"Sylvester Stewart, songwriter (Sly & The Family Stone)",False
3736,1973,16,694,Work,Best Rhythm & Blues Song,The Cisco Kid (Single),"War, songwriters (War)",False
3737,1973,16,694,Work,Best Rhythm & Blues Song,Superstition,"Stevie Wonder, songwriter (Stevie Wonder)",True
3738,1973,16,708,Work,Best Spoken Word Recording,Songs And Conversations (Album),Billie Holiday,False
3739,1973,16,708,Work,Best Spoken Word Recording,"America, Why I Love Her (Album)",John Wayne,False
3740,1973,16,708,Work,Best Spoken Word Recording,Slaughterhouse Five (Album),Kurt Vonnegut Jr.,False
3741,1973,16,708,Work,Best Spoken Word Recording,"Witches, Ghosts And Goblins (Album)",Vincent Price,False
3742,1973,16,708,Work,Best Spoken Word Recording,Jonathan Livingston Seagull,Richard Harris,True
3743,1973,16,713,Work,Best Score From The Original Cast Show Album,Cyrano (Album),"Anthony Burgess & Michael J. Lewis, composers; Jerry Moss & Phil Ramone, producers (Various Artists)",False
3744,1973,16,713,Work,Best Score From The Original Cast Show Album,Seesaw (Album),"Cy Coleman & Dorothy Fields, composers; Cy Coleman, producer (Various Artists)",False
3745,1973,16,713,Work,Best Score From The Original Cast Show Album,Pippin (Album),"Stephen Schwartz, composer; Phil Ramone & Stephen Schwartz, producers (Various Artists)",False
3746,1973,16,713,Work,Best Score From The Original Cast Show Album,Man From The East (Album),"Stomu Yamashita, composer; Stomu Yamashita, producer (Various Artists)",False
3747,1973,16,713,Work,Best Score From The Original Cast Show Album,A Little Night Music,"Stephen Sondheim, composer; Goddard Lieberson, producer (Glynis Johns,Len Cariou,Hermoine Gingold,Victoria Mallory, Patricia Elliott, Teri Ralston)",True
3748,1973,16,715,Work,Best Comedy Recording,Fat Albert (Album),Bill Cosby,False
3749,1973,16,715,Work,Best Comedy Recording,Richard Nixon: A Fantasy (Album),David Frye,False
3750,1973,16,715,Work,Best Comedy Recording,Occupation: Foole (Album),George Carlin,False
3751,1973,16,715,Work,Best Comedy Recording,Lemmings (Album),National Lampoon,False
3752,1973,16,715,Work,Best Comedy Recording,Child Of The 50's (Album),Robert Klein,False
3753,1973,16,715,Work,Best Comedy Recording,Los Cochinos,Cheech & Chong,True
3754,1974,17,587,Work,Best Recording For Children,America Sings,(Various Artists),False
3755,1974,17,587,Work,Best Recording For Children,Eli Wallach Reads Isaac Bashevis Singer (Album),Eli Wallach,False
3756,1974,17,587,Work,Best Recording For Children,"New Adventures Of Bugs Bunny, Volume II (Album)",Mel Blanc,False
3757,1974,17,587,Work,Best Recording For Children,Robin Hood (Album),Roger Miller And Various Artists,False
3758,1974,17,587,Work,Best Recording For Children,Winnie The Pooh And Tigger Too,"Sterling Holloway, Sebastian Cabot & Paul Winchell",True
3759,1974,17,593,Work,"Album Of The Year, Classical",Schumann: Faust (Album),"Benjamin Britten, artist; Christopher Raeburn & Michael Woolcock, producers",False
3760,1974,17,593,Work,"Album Of The Year, Classical",Weber: Der Freischutz (Album),"Carlos Kleiber, artist; Ellen Hickmann, producer",False
3761,1974,17,593,Work,"Album Of The Year, Classical",Berlioz: The Damnation Of Faust (Album),"Colin Davis, artist; Erik Smith, producer",False
3762,1974,17,593,Work,"Album Of The Year, Classical",Tomita: Snowflakes Are Dancing (Album),"Isao Tomita, artist; Isao Tomita, producer",False
3763,1974,17,593,Work,"Album Of The Year, Classical",Ives: The 100th Anniversary (Album),"LeRoy Parkins & Vivian Perlis, producers",False
3764,1974,17,593,Work,"Album Of The Year, Classical",Mahler: Symphony No. 2 In C Minor (\,"Leonard Bernstein, artist; John McClure, producer",False
3765,1974,17,593,Work,"Album Of The Year, Classical",Berlioz: Symphonie Fantastique,"Georg Solti, artist; David Harvey, producer",True
3766,1974,17,594,Work,Best Classical Performance - Orchestra,Bartók: Concerto For Orchestra,(Berlin Philharmonic Orchestra),False
3767,1974,17,594,Work,Best Classical Performance - Orchestra,Ives: Symphony No. 4 (Album),(London Philharmonic),False
3768,1974,17,594,Work,Best Classical Performance - Orchestra,Holst: The Planets (Album),(London Symphony Orchestra),False
3769,1974,17,594,Work,Best Classical Performance - Orchestra,Mahler: Symphony No. 2 In C Minor (Album),(London Symphony Orchestra),False
3770,1974,17,594,Work,Best Classical Performance - Orchestra,Bernstein Conducts Ravel (Album),(New York Philharmonic),False
3771,1974,17,594,Work,Best Classical Performance - Orchestra,Berlioz: Symphonie Fantastique,(Chicago Symphony Orchestra),True
3772,1974,17,595,Work,Best Opera Recording,Weber: Der Freischutz (Album),"Carlos Kleiber; Ellen Hickmann, producer (Leipzig Radio Chorus; Dresden State Orchestra)",False
3773,1974,17,595,Work,Best Opera Recording,Mozart: Don Giovanni (Album),"Colin Davis; Erik Smith, producer (Royal Opera House Chorus Of Covent Garden; Royal Opera House Orchestra - Covent Garden)",False
3774,1974,17,595,Work,Best Opera Recording,Mozart: Cosi Fan Tutte (Album),"Georg Solti; Christopher Raeburn, producer (London Philharmonic)",False
3775,1974,17,595,Work,Best Opera Recording,Verdi: I Vespri Siciliani (Album),"James Levine; Richard Mohr, producer (John Choir Alldis; New Philharmonia Orchestra)",False
3776,1974,17,595,Work,Best Opera Recording,Humperdinck: Hansel And Gretel (Album),"Kurt Eichhorn; Fritz Ganss & Theodor Holzinger, producers (Bavarian Radio Orchestra)",False
3777,1974,17,595,Work,Best Opera Recording,Pfitzner: Palestrina (Album),"Rafael Kubelik; Rudolph Werner, producer (Bavarian Radio Chorus; Bavarian Radio Orchestra)",False
3778,1974,17,595,Work,Best Opera Recording,Puccini: La Boheme,"Georg Solti; Richard Mohr, producer (London Philharmonic)",True
3779,1974,17,596,Work,"Best Choral Performance, Classical (Other Than Opera)",Schumann: Faust,(Aldeburgh Festival Singers & Wandsworth School Choir; English Chamber Orchestra),False
3780,1974,17,596,Work,"Best Choral Performance, Classical (Other Than Opera)",Janácek: Glagolitic Mass (Slavonic Mass),(Brighton Festival Chorus; Royal Philharmonic Orchestra),False
3781,1974,17,596,Work,"Best Choral Performance, Classical (Other Than Opera)",Penderecki: Utrenja (Album),(Chorus Of National Philharmonic & Pioneer Choir; Symphony Orchestra Of National Philharmonic),False
3782,1974,17,596,Work,"Best Choral Performance, Classical (Other Than Opera)",Holst: Choral Symphony (Album),(London Philharmonic Choir; London Philharmonic),False
3783,1974,17,596,Work,"Best Choral Performance, Classical (Other Than Opera)",Vaughan Williams: Dona Nobis Pacem (Album),(London Philharmonic Choir; London Philharmonic),False
3784,1974,17,596,Work,"Best Choral Performance, Classical (Other Than Opera)",Rachmaninoff: The Bells (Album),(Temple University Choir; Philadelphia Orchestra),False
3785,1974,17,596,Work,"Best Choral Performance, Classical (Other Than Opera)",Rachmaninoff: Vespers (Mass) Op. 37 (Album),(USSR Russian Chorus),False
